id	answer
en-US_0025	D
en-US_0026	D
en-US_0027	D
en-US_0028	D
ko-KR_0025	A
ko-KR_0026	A
ko-KR_0027	A
ko-KR_0028	A
ko-KR_0029	A
ko-KR_0030	A
ko-KR_0031	A
ko-KR_0032	A
ko-KR_0033	A
ko-KR_0034	A
ko-KR_0035	A
ko-KR_0036	A
ko-KR_0037	A
ko-KR_0038	A
ko-KR_0039	A
ko-KR_0040	A
ko-KR_0041	A
ko-KR_0042	A
ko-KR_0043	A
ko-KR_0044	A
ko-KR_0045	A
ko-KR_0046	A
ko-KR_0047	A
ko-KR_0048	A
ko-KR_0049	A
ko-KR_0050	A
ko-KR_0051	A
ko-KR_0052	A
ko-KR_0053	A
ko-KR_0054	A
ko-KR_0055	A
ko-KR_0056	A
ko-KR_0057	A
ko-KR_0058	A
ko-KR_0059	A
ko-KR_0060	A
ko-KR_0061	A
ko-KR_0062	A
ko-KR_0063	A
ko-KR_0064	A
ko-KR_0065	A
ko-KR_0066	A
ko-KR_0067	A
ko-KR_0068	A
ko-KR_0069	A
ko-KR_0070	A
ko-KR_0071	A
ko-KR_0072	A
ko-KR_0073	A
ko-KR_0074	A
ko-KR_0075	A
ko-KR_0076	A
ko-KR_0077	A
ko-KR_0078	A
ko-KR_0079	A
ko-KR_0080	A
ar-DZ_0008	B
ar-DZ_0009	B
ar-DZ_0010	B
ar-DZ_0011	B
ar-DZ_0012	B
ar-DZ_0013	B
ar-DZ_0014	A
ar-DZ_0015	A
ar-DZ_0016	A
ar-DZ_0017	A
ar-DZ_0018	A
ar-DZ_0019	A
ar-DZ_0020	A
ar-DZ_0021	A
ar-DZ_0022	A
ar-DZ_0023	A
ar-DZ_0024	A
ar-DZ_0025	A
ar-DZ_0026	A
ar-DZ_0027	A
ar-DZ_0028	A
ar-DZ_0029	B
ar-DZ_0030	B
ar-DZ_0031	B
ar-DZ_0032	B
ar-DZ_0033	B
ar-DZ_0034	B
ar-DZ_0035	B
ar-DZ_0036	B
ar-DZ_0037	B
ar-DZ_0038	B
ar-DZ_0039	B
ar-DZ_0040	B
ar-DZ_0041	B
ar-DZ_0042	B
ar-DZ_0043	B
ar-DZ_0044	A
ar-DZ_0045	A
ar-DZ_0046	A
ar-DZ_0047	A
ar-DZ_0048	A
ar-DZ_0049	A
ar-DZ_0050	A
ar-DZ_0051	A
ar-DZ_0052	A
ar-DZ_0053	A
ar-DZ_0054	A
ar-DZ_0055	A
ar-DZ_0056	A
ar-DZ_0057	A
ar-DZ_0058	A
ar-DZ_0059	A
ar-DZ_0060	A
ar-DZ_0061	A
ar-DZ_0062	A
ar-DZ_0063	A
zh-CN_0009	A
zh-CN_0010	A
zh-CN_0011	A
zh-CN_0012	A
zh-CN_0013	A
zh-CN_0014	A
zh-CN_0015	A
zh-CN_0016	A
zh-CN_0017	A
zh-CN_0018	A
zh-CN_0019	A
zh-CN_0020	A
zh-CN_0021	A
zh-CN_0022	A
zh-CN_0023	A
zh-CN_0024	A
zh-CN_0025	A
zh-CN_0026	A
zh-CN_0027	A
zh-CN_0028	A
zh-CN_0029	A
zh-CN_0030	A
zh-CN_0031	A
zh-CN_0032	A
zh-CN_0033	A
zh-CN_0034	A
zh-CN_0035	A
zh-CN_0036	A
zh-CN_0037	A
zh-CN_0038	A
zh-CN_0039	A
zh-CN_0040	A
zh-CN_0041	A
zh-CN_0042	A
zh-CN_0043	A
zh-CN_0044	A
zh-CN_0045	A
zh-CN_0046	A
zh-CN_0047	A
zh-CN_0048	A
zh-CN_0049	A
zh-CN_0050	A
zh-CN_0051	A
zh-CN_0052	A
zh-CN_0053	A
zh-CN_0054	A
zh-CN_0055	A
zh-CN_0056	A
zh-CN_0057	A
zh-CN_0058	A
zh-CN_0059	A
zh-CN_0060	A
zh-CN_0061	A
zh-CN_0062	A
zh-CN_0063	A
zh-CN_0064	A
id-ID_0014	A
id-ID_0015	A
id-ID_0016	A
id-ID_0017	A
id-ID_0018	A
id-ID_0019	A
id-ID_0020	A
id-ID_0021	A
id-ID_0022	A
id-ID_0023	A
id-ID_0024	A
id-ID_0025	A
id-ID_0026	A
id-ID_0027	A
id-ID_0028	A
id-ID_0029	A
id-ID_0030	A
id-ID_0031	A
id-ID_0032	A
id-ID_0033	A
id-ID_0034	A
id-ID_0035	A
id-ID_0036	A
id-ID_0037	A
id-ID_0038	A
id-ID_0039	A
id-ID_0040	A
id-ID_0041	A
id-ID_0042	A
id-ID_0043	A
id-ID_0044	A
id-ID_0045	A
id-ID_0046	A
id-ID_0047	A
id-ID_0048	A
es-ES_0016	A
es-ES_0017	A
es-ES_0018	A
es-ES_0019	A
es-ES_0020	A
es-ES_0021	A
es-ES_0022	A
es-ES_0023	A
es-ES_0024	A
es-ES_0025	A
es-ES_0026	A
es-ES_0027	A
es-ES_0028	A
es-ES_0029	A
es-ES_0030	A
es-ES_0031	A
es-ES_0032	A
es-ES_0033	A
es-ES_0034	A
es-ES_0035	A
es-ES_0036	A
es-ES_0037	A
es-ES_0038	A
es-ES_0039	A
es-ES_0040	A
es-ES_0041	A
es-ES_0042	A
es-ES_0043	A
es-ES_0044	A
es-ES_0045	A
es-ES_0046	A
es-ES_0047	A
es-ES_0048	A
es-ES_0049	A
es-ES_0050	A
es-ES_0051	A
es-ES_0052	A
es-ES_0053	A
es-ES_0054	A
es-ES_0055	A
es-ES_0056	A
es-ES_0057	A
es-ES_0058	A
es-ES_0059	A
es-ES_0060	A
es-ES_0061	A
es-ES_0062	A
es-ES_0063	A
es-ES_0064	A
es-ES_0065	A
es-ES_0066	A
es-ES_0067	A
es-ES_0068	A
es-ES_0069	A
es-ES_0070	A
es-ES_0071	A
fa-IR_0025	A
fa-IR_0026	A
fa-IR_0027	A
fa-IR_0028	A
fa-IR_0029	A
fa-IR_0030	A
fa-IR_0031	A
fa-IR_0032	A
fa-IR_0033	A
fa-IR_0034	A
fa-IR_0035	A
fa-IR_0036	A
fa-IR_0037	A
fa-IR_0038	A
fa-IR_0039	A
fa-IR_0040	A
fa-IR_0041	A
fa-IR_0042	A
fa-IR_0043	A
fa-IR_0044	A
fa-IR_0045	A
fa-IR_0046	A
fa-IR_0047	A
fa-IR_0048	A
fa-IR_0049	A
fa-IR_0050	A
fa-IR_0051	A
fa-IR_0052	A
fa-IR_0053	A
fa-IR_0054	A
fa-IR_0055	A
fa-IR_0056	A
fa-IR_0057	A
fa-IR_0058	A
fa-IR_0059	A
es-MX_0024	A
es-MX_0025	A
es-MX_0026	A
es-MX_0027	A
es-MX_0028	A
es-MX_0029	A
es-MX_0030	A
es-MX_0031	A
es-MX_0032	A
es-MX_0033	A
es-MX_0034	A
es-MX_0035	A
es-MX_0036	A
es-MX_0037	A
es-MX_0038	A
es-MX_0039	A
es-MX_0040	A
es-MX_0041	A
es-MX_0042	A
es-MX_0043	A
es-MX_0044	A
es-MX_0045	A
es-MX_0046	A
es-MX_0047	A
es-MX_0048	A
es-MX_0049	A
es-MX_0050	A
es-MX_0051	A
es-MX_0052	A
es-MX_0053	A
es-MX_0054	A
es-MX_0055	A
es-MX_0056	A
es-MX_0057	A
es-MX_0058	A
es-MX_0059	A
es-MX_0060	A
es-MX_0061	A
es-MX_0062	A
es-MX_0063	A
es-MX_0064	A
es-MX_0065	A
es-MX_0066	A
es-MX_0067	A
es-MX_0068	A
es-MX_0069	A
es-MX_0070	A
es-MX_0071	A
es-MX_0072	A
es-MX_0073	A
es-MX_0074	A
es-MX_0075	A
es-MX_0076	A
es-MX_0077	A
es-MX_0078	A
es-MX_0079	A
as-AS_0013	A
as-AS_0014	A
as-AS_0015	A
as-AS_0016	A
as-AS_0017	A
as-AS_0018	A
as-AS_0019	A
as-AS_0020	A
as-AS_0021	A
as-AS_0022	A
as-AS_0023	A
as-AS_0024	A
as-AS_0025	A
as-AS_0026	A
as-AS_0027	A
as-AS_0028	A
as-AS_0029	A
as-AS_0030	A
as-AS_0031	A
as-AS_0032	A
as-AS_0033	A
as-AS_0034	A
as-AS_0035	A
as-AS_0036	A
as-AS_0037	A
as-AS_0038	A
as-AS_0039	A
as-AS_0040	A
as-AS_0041	A
as-AS_0042	A
as-AS_0043	A
as-AS_0044	A
as-AS_0045	A
as-AS_0046	A
as-AS_0047	A
as-AS_0048	B
as-AS_0049	B
as-AS_0050	B
as-AS_0051	C
as-AS_0052	C
as-AS_0053	B
as-AS_0054	B
as-AS_0055	C
as-AS_0056	C
as-AS_0057	B
as-AS_0058	C
as-AS_0059	C
as-AS_0060	C
as-AS_0061	C
as-AS_0062	D
as-AS_0063	A
as-AS_0064	A
as-AS_0065	B
as-AS_0066	B
as-AS_0067	A
as-AS_0068	B
as-AS_0069	B
as-AS_0070	B
as-AS_0071	B
as-AS_0072	C
as-AS_0073	A
as-AS_0074	B
as-AS_0075	B
as-AS_0076	B
as-AS_0077	B
as-AS_0078	C
as-AS_0079	B
as-AS_0080	B
as-AS_0081	C
as-AS_0082	C
el-GR_0013	A
el-GR_0014	A
el-GR_0015	A
el-GR_0016	A
el-GR_0017	A
el-GR_0018	A
el-GR_0019	A
el-GR_0020	A
el-GR_0021	A
el-GR_0022	A
el-GR_0023	A
el-GR_0024	A
el-GR_0025	A
el-GR_0026	A
el-GR_0027	A
el-GR_0028	A
el-GR_0029	A
el-GR_0030	A
el-GR_0031	A
el-GR_0032	A
am-ET_0025	A
am-ET_0026	A
am-ET_0027	A
am-ET_0028	A
am-ET_0029	A
am-ET_0030	A
am-ET_0031	A
am-ET_0032	A
am-ET_0033	A
am-ET_0034	A
am-ET_0035	A
am-ET_0036	A
am-ET_0037	A
am-ET_0038	A
am-ET_0039	A
am-ET_0040	A
am-ET_0041	A
am-ET_0042	A
am-ET_0043	A
am-ET_0044	A
am-ET_0045	A
am-ET_0046	A
am-ET_0047	A
am-ET_0048	A
am-ET_0049	A
am-ET_0050	A
am-ET_0051	A
am-ET_0052	A
am-ET_0053	A
am-ET_0054	A
am-ET_0055	A
am-ET_0056	A
am-ET_0057	A
am-ET_0058	A
am-ET_0059	A
am-ET_0060	A
am-ET_0061	A
am-ET_0062	A
am-ET_0063	A
am-ET_0064	A
am-ET_0065	A
am-ET_0066	A
am-ET_0067	A
am-ET_0068	A
am-ET_0069	A
am-ET_0070	A
am-ET_0071	A
am-ET_0072	A
am-ET_0073	A
am-ET_0074	A
am-ET_0075	A
am-ET_0076	A
am-ET_0077	A
am-ET_0078	A
am-ET_0079	A
am-ET_0080	A
ha-NG_0010	B
ha-NG_0011	B
ha-NG_0012	B
ha-NG_0013	B
ha-NG_0014	C
ha-NG_0015	B
ha-NG_0016	B
ha-NG_0017	B
ha-NG_0018	C
ha-NG_0019	B
ha-NG_0020	B
ha-NG_0021	C
ha-NG_0022	B
ha-NG_0023	C
ha-NG_0024	C
ha-NG_0025	A
ha-NG_0026	A
ha-NG_0027	A
ha-NG_0028	B
ha-NG_0029	A
ha-NG_0030	A
ha-NG_0031	B
ha-NG_0032	A
ha-NG_0033	B
ha-NG_0034	B
ha-NG_0035	A
ha-NG_0036	A
ha-NG_0037	B
ha-NG_0038	A
ha-NG_0039	B
ha-NG_0040	B
ha-NG_0041	A
ha-NG_0042	B
ha-NG_0043	B
ha-NG_0044	B
ha-NG_0045	A
ha-NG_0046	A
ha-NG_0047	A
ha-NG_0048	A
ha-NG_0049	A
ha-NG_0050	A
ha-NG_0051	A
ha-NG_0052	A
ha-NG_0053	A
ha-NG_0054	A
ha-NG_0055	A
ha-NG_0056	A
ha-NG_0057	A
ha-NG_0058	A
ha-NG_0059	A
ha-NG_0060	A
ha-NG_0061	A
ha-NG_0062	A
ha-NG_0063	A
ha-NG_0064	A
ha-NG_0065	A
ha-NG_0066	A
ha-NG_0067	A
ha-NG_0068	A
ha-NG_0069	A
ha-NG_0070	A
ha-NG_0071	A
ha-NG_0072	A
ha-NG_0073	A
ha-NG_0074	A
ha-NG_0075	A
ha-NG_0076	A
ha-NG_0077	A
ha-NG_0078	A
ha-NG_0079	A
az-AZ_0015	C
az-AZ_0016	C
az-AZ_0017	C
az-AZ_0018	C
az-AZ_0019	C
az-AZ_0020	D
az-AZ_0021	D
az-AZ_0022	D
az-AZ_0023	D
az-AZ_0024	D
az-AZ_0025	D
az-AZ_0026	D
az-AZ_0027	D
az-AZ_0028	D
az-AZ_0029	D
az-AZ_0030	C
az-AZ_0031	C
az-AZ_0032	C
az-AZ_0033	C
az-AZ_0034	C
az-AZ_0035	C
az-AZ_0036	C
az-AZ_0037	C
az-AZ_0038	C
az-AZ_0039	C
az-AZ_0040	D
az-AZ_0041	D
az-AZ_0042	D
az-AZ_0043	D
az-AZ_0044	D
az-AZ_0045	D
az-AZ_0046	D
az-AZ_0047	D
az-AZ_0048	D
az-AZ_0049	D
az-AZ_0050	A
az-AZ_0051	A
az-AZ_0052	A
az-AZ_0053	A
az-AZ_0054	A
az-AZ_0055	A
az-AZ_0056	A
az-AZ_0057	A
az-AZ_0058	A
az-AZ_0059	A
az-AZ_0060	A
az-AZ_0061	A
az-AZ_0062	A
az-AZ_0063	A
az-AZ_0064	A
az-AZ_0065	A
az-AZ_0066	A
az-AZ_0067	A
az-AZ_0068	A
az-AZ_0069	A
az-AZ_0070	A
az-AZ_0071	A
az-AZ_0072	A
az-AZ_0073	A
az-AZ_0074	A
az-AZ_0075	A
az-AZ_0076	A
az-AZ_0077	A
az-AZ_0078	A
az-AZ_0079	A
az-AZ_0080	A
az-AZ_0081	A
az-AZ_0082	A
az-AZ_0083	A
az-AZ_0084	A
ko-KP_0025	A
ko-KP_0026	A
ko-KP_0027	A
ko-KP_0028	A
ko-KP_0029	A
ko-KP_0030	A
ko-KP_0031	A
ko-KP_0032	A
ko-KP_0033	A
ko-KP_0034	A
ko-KP_0035	A
ko-KP_0036	A
ko-KP_0037	A
ko-KP_0038	A
ko-KP_0039	A
ko-KP_0040	A
ko-KP_0041	A
ko-KP_0042	A
ko-KP_0043	A
ko-KP_0044	A
ko-KP_0045	A
ko-KP_0046	A
ko-KP_0047	A
ko-KP_0048	A
ko-KP_0049	A
ko-KP_0050	A
ko-KP_0051	A
ko-KP_0052	A
ko-KP_0053	A
ko-KP_0054	A
ko-KP_0055	A
ko-KP_0056	A
ko-KP_0057	A
ko-KP_0058	A
ko-KP_0059	A
su-JB_0024	C
su-JB_0025	B
su-JB_0026	B
su-JB_0027	C
su-JB_0028	C
su-JB_0029	C
su-JB_0030	C
su-JB_0031	D
su-JB_0032	D
su-JB_0033	B
su-JB_0034	C
su-JB_0035	C
su-JB_0036	C
su-JB_0037	C
su-JB_0038	D
su-JB_0039	B
su-JB_0040	B
su-JB_0041	C
su-JB_0042	C
su-JB_0043	A
su-JB_0044	B
su-JB_0045	B
su-JB_0046	B
su-JB_0047	B
su-JB_0048	C
su-JB_0049	B
su-JB_0050	C
su-JB_0051	C
su-JB_0052	C
su-JB_0053	C
su-JB_0054	D
su-JB_0055	B
su-JB_0056	B
su-JB_0057	C
su-JB_0058	C
en-GB_0034	A
en-GB_0035	B
en-GB_0036	A
en-GB_0037	B
en-GB_0038	A
en-GB_0039	B
en-US_0029	A
en-US_0030	A
en-US_0031	A
en-US_0032	A
en-US_0033	A
en-US_0034	A
ko-KR_0081	B
ko-KR_0082	A
ko-KR_0083	B
ko-KR_0084	D
ko-KR_0085	C
ko-KR_0086	C
ar-DZ_0064	D
ar-DZ_0065	D
ar-DZ_0066	D
ar-DZ_0067	D
ar-DZ_0068	D
ar-DZ_0069	D
zh-CN_0065	A
zh-CN_0066	A
zh-CN_0067	B
zh-CN_0068	A
zh-CN_0069	A
zh-CN_0070	B
zh-CN_0071	A
zh-CN_0072	B
zh-CN_0073	A
zh-CN_0074	B
id-ID_0049	A
id-ID_0050	B
id-ID_0051	A
id-ID_0052	A
id-ID_0053	B
id-ID_0054	A
id-ID_0055	A
id-ID_0056	B
id-ID_0057	B
id-ID_0058	A
es-ES_0072	A
es-ES_0073	A
es-ES_0074	A
es-ES_0075	A
es-ES_0076	A
es-ES_0077	A
fa-IR_0060	B
fa-IR_0061	A
fa-IR_0062	A
fa-IR_0063	A
fa-IR_0064	B
fa-IR_0065	B
fa-IR_0066	B
fa-IR_0067	A
fa-IR_0068	A
fa-IR_0069	A
es-MX_0080	C
es-MX_0081	B
es-MX_0082	B
es-MX_0083	C
es-MX_0084	B
es-MX_0085	B
as-AS_0083	B
as-AS_0084	D
el-GR_0033	C
el-GR_0034	D
el-GR_0035	C
am-ET_0081	D
am-ET_0082	D
am-ET_0083	D
am-ET_0084	D
am-ET_0085	D
am-ET_0086	D
am-ET_0087	D
am-ET_0088	D
am-ET_0089	D
am-ET_0090	D
am-ET_0091	D
am-ET_0092	D
am-ET_0093	D
am-ET_0094	D
am-ET_0095	D
ha-NG_0080	B
ha-NG_0081	C
ha-NG_0082	B
az-AZ_0085	D
az-AZ_0086	D
az-AZ_0087	D
ko-KP_0060	A
ko-KP_0061	B
ko-KP_0062	B
su-JB_0059	A
su-JB_0060	B
su-JB_0061	A
su-JB_0062	B
su-JB_0063	A
su-JB_0064	B
su-JB_0065	A
su-JB_0066	B
su-JB_0067	A
su-JB_0068	B
su-JB_0069	C
su-JB_0070	B
su-JB_0071	B
su-JB_0072	A
su-JB_0073	B
en-GB_0040	D
en-GB_0041	D
en-GB_0042	C
en-GB_0043	D
en-GB_0044	C
en-GB_0045	C
en-US_0035	D
en-US_0036	C
en-US_0037	C
en-US_0038	D
en-US_0039	C
en-US_0040	C
ko-KR_0087	B
ko-KR_0088	A
ko-KR_0089	A
ko-KR_0090	B
ko-KR_0091	B
ko-KR_0092	A
ar-DZ_0070	D
ar-DZ_0071	D
ar-DZ_0072	D
ar-DZ_0073	C
ar-DZ_0074	D
ar-DZ_0075	D
ar-DZ_0076	C
ar-DZ_0077	D
ar-DZ_0078	C
ar-DZ_0079	C
zh-CN_0075	D
zh-CN_0076	D
zh-CN_0077	D
zh-CN_0078	D
zh-CN_0079	D
zh-CN_0080	D
zh-CN_0081	D
zh-CN_0082	D
zh-CN_0083	D
zh-CN_0084	D
id-ID_0059	D
id-ID_0060	D
id-ID_0061	C
id-ID_0062	D
id-ID_0063	C
id-ID_0064	C
es-ES_0078	D
es-ES_0079	D
es-ES_0080	C
es-ES_0081	D
es-ES_0082	C
es-ES_0083	C
fa-IR_0070	C
fa-IR_0071	B
fa-IR_0072	C
fa-IR_0073	B
fa-IR_0074	C
fa-IR_0075	D
fa-IR_0076	C
fa-IR_0077	C
fa-IR_0078	B
fa-IR_0079	C
es-MX_0086	D
as-AS_0085	C
as-AS_0086	C
as-AS_0087	B
as-AS_0088	D
as-AS_0089	C
as-AS_0090	C
el-GR_0036	D
el-GR_0037	D
el-GR_0038	C
el-GR_0039	D
el-GR_0040	C
el-GR_0041	C
am-ET_0096	A
am-ET_0097	A
am-ET_0098	A
am-ET_0099	A
am-ET_0100	A
am-ET_0101	A
ha-NG_0083	D
ha-NG_0084	D
ha-NG_0085	D
ha-NG_0086	D
ha-NG_0087	D
ha-NG_0088	D
az-AZ_0088	D
az-AZ_0089	D
az-AZ_0090	C
az-AZ_0091	D
az-AZ_0092	C
az-AZ_0093	C
ko-KP_0063	D
ko-KP_0064	D
ko-KP_0065	D
su-JB_0074	D
su-JB_0075	C
su-JB_0076	C
en-GB_0046	A
en-US_0041	A
en-US_0042	A
ko-KR_0093	B
ko-KR_0094	A
ar-DZ_0080	B
ar-DZ_0081	B
zh-CN_0085	B
zh-CN_0086	A
id-ID_0065	B
id-ID_0066	A
es-ES_0084	A
fa-IR_0080	B
fa-IR_0081	A
es-MX_0087	A
es-MX_0088	A
as-AS_0091	B
el-GR_0042	A
el-GR_0043	A
am-ET_0102	A
am-ET_0103	B
am-ET_0104	A
ha-NG_0089	B
ha-NG_0090	B
ha-NG_0091	B
az-AZ_0094	A
ko-KP_0066	A
ko-KP_0067	A
su-JB_0077	B
su-JB_0078	B
en-GB_0047	C
en-GB_0048	D
en-GB_0049	D
en-GB_0050	C
en-GB_0051	C
en-US_0043	C
en-US_0044	D
en-US_0045	C
en-US_0046	C
ko-KR_0095	D
ko-KR_0096	D
ko-KR_0097	C
ar-DZ_0082	C
ar-DZ_0083	D
ar-DZ_0084	C
ar-DZ_0085	D
zh-CN_0087	C
zh-CN_0088	D
zh-CN_0089	C
zh-CN_0090	A
zh-CN_0091	A
zh-CN_0092	A
id-ID_0067	C
id-ID_0068	D
id-ID_0069	C
es-ES_0085	D
es-ES_0086	D
es-ES_0087	D
es-ES_0088	C
fa-IR_0082	C
fa-IR_0083	D
fa-IR_0084	D
fa-IR_0085	C
fa-IR_0086	C
es-MX_0089	C
es-MX_0090	D
es-MX_0091	C
es-MX_0092	C
as-AS_0092	D
as-AS_0093	D
as-AS_0094	D
as-AS_0095	C
as-AS_0096	C
as-AS_0097	B
as-AS_0098	B
as-AS_0099	B
el-GR_0044	C
el-GR_0045	D
el-GR_0046	C
am-ET_0105	A
am-ET_0106	A
ha-NG_0092	C
az-AZ_0095	C
az-AZ_0096	D
az-AZ_0097	C
ko-KP_0068	D
ko-KP_0069	D
ko-KP_0070	D
ko-KP_0071	D
su-JB_0079	C
su-JB_0080	D
su-JB_0081	C
en-GB_0052	A
en-GB_0053	B
en-GB_0054	A
en-GB_0055	B
en-GB_0056	A
en-GB_0057	A
en-GB_0058	A
en-GB_0059	B
en-GB_0060	B
en-GB_0061	B
en-GB_0062	B
en-GB_0063	A
en-GB_0064	B
en-GB_0065	A
en-GB_0066	A
en-GB_0067	A
en-GB_0068	B
en-GB_0069	B
en-GB_0070	B
en-GB_0071	B
en-GB_0072	C
en-GB_0073	B
en-GB_0074	B
en-GB_0075	B
en-GB_0076	C
en-GB_0077	C
en-GB_0078	C
en-GB_0079	B
en-GB_0080	A
en-GB_0081	A
en-GB_0082	A
en-GB_0083	B
en-GB_0084	B
en-GB_0085	B
en-GB_0086	B
en-GB_0087	B
en-GB_0088	B
en-GB_0089	C
en-GB_0090	C
en-GB_0091	C
en-GB_0092	A
en-GB_0093	A
en-GB_0094	B
en-GB_0095	B
en-GB_0096	B
en-GB_0097	A
en-GB_0098	B
en-GB_0099	B
en-GB_0100	B
en-GB_0101	B
en-GB_0102	B
en-GB_0103	B
en-GB_0104	C
en-GB_0105	C
en-GB_0106	C
en-GB_0107	B
en-GB_0108	A
en-GB_0109	B
en-GB_0110	A
en-GB_0111	A
en-GB_0112	A
en-GB_0113	B
en-GB_0114	B
en-GB_0115	B
en-GB_0116	B
en-GB_0117	C
en-GB_0118	B
en-GB_0119	B
en-GB_0120	B
en-GB_0121	C
en-GB_0122	C
en-GB_0123	C
en-GB_0124	B
en-GB_0125	A
en-GB_0126	A
en-GB_0127	A
en-GB_0128	B
en-GB_0129	B
en-GB_0130	B
en-GB_0131	B
en-GB_0132	B
en-GB_0133	B
en-GB_0134	C
en-GB_0135	C
en-GB_0136	C
en-GB_0137	A
en-GB_0138	A
en-GB_0139	B
en-GB_0140	B
en-GB_0141	B
en-GB_0142	A
en-GB_0143	B
en-GB_0144	B
en-GB_0145	B
en-GB_0146	B
en-GB_0147	B
en-GB_0148	B
en-GB_0149	C
en-GB_0150	C
en-GB_0151	C
en-GB_0152	B
en-GB_0153	C
en-GB_0154	B
en-GB_0155	B
en-GB_0156	B
en-GB_0157	C
en-GB_0158	C
en-GB_0159	C
en-GB_0160	B
en-GB_0161	A
en-GB_0162	A
en-GB_0163	A
en-GB_0164	B
en-GB_0165	B
en-GB_0166	B
en-GB_0167	B
en-GB_0168	B
en-GB_0169	B
en-GB_0170	C
en-GB_0171	C
en-GB_0172	C
en-GB_0173	A
en-GB_0174	A
en-GB_0175	B
en-GB_0176	B
en-GB_0177	B
en-GB_0178	A
en-GB_0179	B
en-GB_0180	B
en-GB_0181	B
en-GB_0182	B
en-GB_0183	B
en-GB_0184	B
en-GB_0185	C
en-GB_0186	C
en-GB_0187	C
en-GB_0188	C
en-GB_0189	B
en-GB_0190	B
en-GB_0191	B
en-GB_0192	C
en-GB_0193	C
en-GB_0194	C
en-GB_0195	C
en-GB_0196	C
en-GB_0197	C
en-GB_0198	D
en-GB_0199	D
en-GB_0200	D
en-GB_0201	B
en-GB_0202	B
en-GB_0203	C
en-GB_0204	C
en-GB_0205	C
en-GB_0206	B
en-GB_0207	C
en-GB_0208	C
en-GB_0209	C
en-GB_0210	C
en-GB_0211	C
en-GB_0212	C
en-GB_0213	D
en-GB_0214	D
en-GB_0215	D
en-GB_0216	B
en-GB_0217	B
en-GB_0218	B
en-GB_0219	C
en-GB_0220	C
en-GB_0221	C
en-GB_0222	A
en-GB_0223	A
en-GB_0224	B
en-GB_0225	B
en-GB_0226	B
en-GB_0227	A
en-GB_0228	B
en-GB_0229	B
en-GB_0230	B
en-GB_0231	B
en-GB_0232	B
en-GB_0233	B
en-GB_0234	C
en-GB_0235	C
en-GB_0236	C
en-GB_0237	B
en-GB_0238	B
en-GB_0239	C
en-GB_0240	C
en-GB_0241	C
en-GB_0242	B
en-GB_0243	C
en-GB_0244	C
en-GB_0245	C
en-GB_0246	C
en-GB_0247	C
en-GB_0248	C
en-GB_0249	D
en-GB_0250	D
en-GB_0251	D
en-GB_0252	A
en-GB_0253	B
en-GB_0254	B
en-GB_0255	B
en-GB_0256	B
en-GB_0257	B
en-GB_0258	B
en-GB_0259	C
en-GB_0260	C
en-GB_0261	C
en-GB_0262	B
en-GB_0263	B
en-GB_0264	B
en-GB_0265	C
en-GB_0266	C
en-GB_0267	C
en-GB_0268	C
en-GB_0269	C
en-GB_0270	C
en-GB_0271	D
en-US_0047	C
en-US_0048	B
en-US_0049	C
en-US_0050	B
en-US_0051	B
en-US_0052	C
en-US_0053	B
en-US_0054	C
en-US_0055	C
en-US_0056	C
en-US_0057	C
en-US_0058	D
en-US_0059	C
en-US_0060	C
en-US_0061	D
en-US_0062	C
en-US_0063	D
en-US_0064	D
en-US_0065	D
en-US_0066	C
en-US_0067	B
en-US_0068	B
en-US_0069	C
en-US_0070	B
en-US_0071	C
en-US_0072	C
en-US_0073	C
en-US_0074	C
en-US_0075	C
en-US_0076	D
en-US_0077	C
en-US_0078	D
en-US_0079	D
en-US_0080	D
en-US_0081	B
en-US_0082	C
en-US_0083	B
en-US_0084	C
en-US_0085	C
en-US_0086	C
en-US_0087	C
en-US_0088	B
en-US_0089	C
en-US_0090	C
en-US_0091	C
en-US_0092	C
en-US_0093	D
en-US_0094	D
en-US_0095	D
en-US_0096	C
en-US_0097	C
en-US_0098	C
en-US_0099	D
en-US_0100	D
en-US_0101	D
en-US_0102	B
en-US_0103	C
en-US_0104	B
en-US_0105	B
en-US_0106	C
en-US_0107	B
en-US_0108	C
en-US_0109	C
en-US_0110	C
en-US_0111	B
en-US_0112	A
en-US_0113	A
en-US_0114	B
en-US_0115	A
en-US_0116	B
en-US_0117	B
en-US_0118	B
en-US_0119	B
en-US_0120	B
en-US_0121	C
en-US_0122	B
en-US_0123	C
en-US_0124	C
en-US_0125	C
en-US_0126	A
en-US_0127	B
en-US_0128	A
en-US_0129	B
en-US_0130	B
en-US_0131	B
en-US_0132	B
en-US_0133	A
en-US_0134	B
en-US_0135	B
en-US_0136	B
en-US_0137	B
en-US_0138	C
en-US_0139	C
en-US_0140	C
en-US_0141	B
en-US_0142	B
en-US_0143	B
en-US_0144	C
en-US_0145	C
en-US_0146	C
en-US_0147	C
en-US_0148	B
en-US_0149	B
en-US_0150	C
en-US_0151	B
en-US_0152	C
en-US_0153	C
en-US_0154	C
en-US_0155	C
en-US_0156	C
en-US_0157	D
en-US_0158	C
en-US_0159	D
en-US_0160	D
en-US_0161	D
en-US_0162	B
en-US_0163	C
en-US_0164	B
en-US_0165	C
en-US_0166	C
en-US_0167	C
en-US_0168	C
en-US_0169	B
en-US_0170	C
en-US_0171	C
en-US_0172	C
